Animal_ID,Cohort,Treatment,Region ,FractalDimension(DB),Lacunarity,Density(pixels/area),SpanRatio,Circularity,NumberOfEndpoints,BranchLength(um),NumberBranches,body_area,cell_area_C,body_perimeter,cell_perim_C
2:15,2,PLX,1,1.3653,0.2832,0.0565,2.2178,0.6025,49,637.4396667,112,756.3333333,756,75.8,76
2:15,2,PLX,3,1.4228,0.3049,0.0681,2.4404,0.5435,99,1113.416667,227,1143,1143,135.8046667,136
2:15,2,PLX,3,1.5625,0.3666,0.104,2.9787,0.6035,65,887.4546667,153,901,901,89.477,89
2:15,2,PLX,3,1.4298,0.2347,0.104,2.9787,0.6035,78,991.4744023,187,669.3333333,669,87.80466667,88
2:16,2,PLX,3,1.3737,0.2366,0.0608,1.0791,0.7566,71,888.7803333,142,860.6666667,861,113.5263333,114
2:16,2,PLX,1,1.411,0.2465,0.0743,1.1128,0.8431,76,1218.234,211,1081.666667,1082,115.756,116
2:16,2,PLX,3,1.3524,0.2618,0.0515,1.1141,0.8185,70,936.882,147,1082,1082,109.447,109
2:16,2,PLX,3,1.3493,0.28,0.0372,1.1471,0.8095,57,851.964,126,2118,2118,216.6643333,217
2:16,2,PLX,1,1.3964,0.2361,0.0805,1.1525,0.9099,60,878.0253333,142,1386.333333,1386,146.1023333,146
2:16,2,PLX,2,1.3909,0.2586,0.0708,1.1576,0.8193,59,821.4366667,133,1352.333333,1352,120.1226667,120
2:16,2,PLX,1,1.5008,0.4099,0.052,1.2085,0.8966,77,1155.108667,176,1367.333333,1367,136.568,137
2:16,2,PLX,1,1.3605,0.2685,0.06011,1.2392,0.8521,118,1349.949333,261,838,838,90.55233333,91
2:16,2,PLX,2,1.3605,0.2685,0.0611,1.2392,0.8521,53,668.493,114,851.3333333,851,102.2233333,102
2:16,2,PLX,2,1.5846,0.3113,0.0887,1.2577,0.8832,62,811.8813333,143,1469.333333,1469,128.528,129
2:16,2,PLX,2,1.43,0.2362,0.0885,1.2842,0.8894,78,1112.209333,179,1171,1171,112.922,113
2:16,2,PLX,3,1.5299,0.3352,0.0806,1.3351,0.8123,67,900.9873333,159,1442.333333,1442,153.5073333,154
2:16,2,PLX,3,1.3972,0.187,0.0721,1.368,0.8774,37,567.1663333,72,800,800,85.23966667,85
2:16,2,PLX,2,1.415,0.2517,0.0952,1.3951,0.8514,71,927.4503333,161,1141.666667,1142,103.5016667,104
2:16,2,PLX,3,1.3647,0.2226,0.0726,1.4197,0.8245,33,541.8296667,75,586,586,79.92233333,80
2:16,2,PLX,1,1.4237,0.2138,0.0794,1.4427,0.8655,86,1285.971,211,1288.333333,1288,128.119,128
2:16,2,PLX,2,1.4237,0.2138,0.0794,1.4427,0.8655,154,2064.555667,359,954.6666667,955,82.41033333,82
2:16,2,PLX,3,1.3582,0.2539,0.068,1.489,0.7694,68,972.5306667,141,1472,1472,144.559,145
2:16,2,PLX,2,1.3599,0.2603,0.0512,1.6335,0.7319,72,905.5256667,139,1162,1162,119.9506667,120
2:16,2,PLX,1,1.5001,0.4743,0.0503,1.645,0.7679,71,1115.578667,172,1078.666667,1079,95.89466667,96
2:16,2,PLX,1,1.5025,0.4186,0.0736,1.6486,0.8337,43,598.648,86,1831.666667,1832,166.5746667,167
2:16,2,PLX,2,1.3585,0.2324,0.0478,1.6637,0.7355,60,787.7473333,128,1783,1783,184.327,184
2:16,2,PLX,3,1.3973,0.2483,0.0929,1.7204,0.7787,77,942.6913333,156,925,925,85.35633333,85
2:16,2,PLX,1,1.5711,0.3446,0.0806,1.7264,0.8352,56,868.8966667,149,1453.333333,1453,143.064,143
2:16,2,PLX,3,1.3732,0.2453,0.0773,1.8526,0.8052,64,869.838,135,763.3333333,763,83.39133333,83
2:16,2,PLX,1,1.5328,0.3285,0.0867,1.9002,0.7793,37,581.467,84,1475.333333,1475,130.889,131
2:16,2,PLX,2,1.3329,0.3187,0.0349,2.2571,0.6791,65,712.5536667,122,1051.666667,1052,114.5986667,115
